,topic_num,topic_perc_contrib,keywords,text
31,3,0.9471,"halo, love, pretty, like, well, back, cool, old, nice, bring",no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!no input delay if ur in different countrys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
32,3,0.9215,"halo, love, pretty, like, well, back, cool, old, nice, bring","Yes I love Halo but idk how to play ""Respawn"" Yes I love Halo but idk how to play ""Respawn"" Yes I love Halo but idk how to play ""Respawn"" Yes I love Halo but idk how to play ""Respawn"" Yes I love Halo but idk how to play ""Respawn"" Yes I love Halo but idk how to play ""Respawn"" Yes I love Halo but idk how to play ""Respawn"" Yes I love Halo but idk how to play ""Respawn"" Yes I love Halo but idk how to play ""Respawn"" Yes I love Halo but idk how to play ""Respawn"" Yes I love ... thank you i love you too"
33,3,0.7702,"halo, love, pretty, like, well, back, cool, old, nice, bring","This game gave me:

· Acne
· AIDS
· allergies
· Alice in Wonderland Syndrome (AIWS)
· Alzheimer's disease
· anal abscesses
· anal Cancer
· anal Itching
· anal Tear
· anxiety disorders
· arthritis
· asthma
· astigmatism
· autism
· autoimmune diseases
· Auto-Brewert syndrome
· Attention deficit hyperactivity disorder (ADHD)
· Autistic spectrum disorder (ASD)
· Asbestosis
· bad breath
· Bacterial vaginosis
· benign prostate hyperplasia (BPH)
· bipolar disorder
· body odors
· Bone cancer
· bone placement disorder
· Bowel cancer
· bloating
· brain cancer
· brain damage
· Brain tumours
· Bronchitis
· breast cancer
· candidacies
· cataracts
· carpel tunnel syndrome
· Changes in bowel movements
· celiac disease
· cervical cancer
· Chest infection
· Chest pain
· chicken pox
· Chlamydia
· chronic fatigue syndrome (CFS)
· chronic illness
· cold sores
· colon cancer
· Coma
· Congenital Insensitivity to Pain
· Conjunctivitis
· constipation
· common cold
· COPD
· cough
· crippling depression
· Crohn's disease
· Corona Virus
· cystic fibrosis
· Dehydration
· dementia
· diabetes
· diarrhea
· depression
· down syndrome
· Dry mouth
· Earache
· eating disorders
· Ebola
· eczema
· endometriosis
· Epilepsy
· Erectile dysfunction
· eye cancer
· eye disorders
· Fatigue
· fibroids
· fibromyalgia
· Foreign Accent Syndrome
· Farting
· flu
· food poisoning
· Fungal nail infection
· Gallbladder cancer
· Gallstones
· genital herpes
· gonorrhea
· Gum disease
· Graves' disease
· hallucinations
· Hashimoto's thyroiditis
· hay fever
· Hearing loss
· hepatitis A, B, C, D and E
· herpes
· high cholesterol
· HIV
· Hodgkin's disease
· Human Werewolf Syndrome
· Hutchinson-Gilford Progeria Syndrome
· HPV
· hypertension
· Immediate bowel syndrome
· Indigestion
· Ingrown toenail
· Itching
· Itchy bottom
· Joint abnormalities
· Kidney cancer
· Kidney infection
· Kidney stones
· Leg cramps
· Liver cancer
· Liver disease
· Lung cancer
· Measles
· Mesothelioma
· Mouth cancer
· Nasal and sinus cancer
· Nosebleed
· Obesity
· Osteoporosis
· Old man syndrome
· Pancreatic cancer
· Panic disorder
· Parkinson's disease
· Personality disorder
· Persistent Sexual Arousal Syndrome
· Prostate cancer
· Radiation poisoning
· Reactive arthritis
· Restless legs syndrome
· Walking Corpse Syndrome
· Shingles
· Shortness of breath
· Skin cancer
· Sore throat
· Sugar cravings
· Sunburn
· Stiff Person Syndrome
· Stoneman Syndrome
· Stomach cancer
· Stroke
· Sexually transmitted diseases (STD's)
· toenail fungus
· Tuberculosis
· T-posing syndrome
· Urinary track infection
· Vomit disorder
· Whooping cough
· Yellow fever
· Yeast Infection"
34,3,0.7506,"halo, love, pretty, like, well, back, cool, old, nice, bring",its an awesome game to bring back the memorys of playing halo with the boiis
35,3,0.7328,"halo, love, pretty, like, well, back, cool, old, nice, bring",best halo ever cuz all the other halos suck and are ass
36,3,0.7325,"halo, love, pretty, like, well, back, cool, old, nice, bring","old dry fps but its halo so meh if your into it i guess
"
37,3,0.7115,"halo, love, pretty, like, well, back, cool, old, nice, bring","yes mnthdiodsn agame is veruy nice io remcoebed very awkjfb much hav3ew as df gooasd daysd
"
38,3,0.7094,"halo, love, pretty, like, well, back, cool, old, nice, bring","its pretty good, bring back the catalog from mcc tho."
39,3,0.697,"halo, love, pretty, like, well, back, cool, old, nice, bring",i like shooting epople and weariung cool asmrour
40,4,0.8545,"feel, story, weapon, open_world, run, enemy, campaign, series, gun, also","If you're looking for a review on this game you've come to the wrong place, but if you're looking for an outstanding pie recipe you've come to the right place.

Ingredients:

1. 6 tablespoons unsalted butter
2. 1/2 cup white sugar
3. 1/2 cup brown sugar
4. 1/4 cup water
5. 1/4 teaspoon cinnamon
6. 1 pinch salt
7. 5 apples - peeled, cored and sliced
8. 1 pastry for double-crust pie

Directions:

1. Preheat oven to 425 degrees F (220 degrees C).
2. Combine butter, white sugar, brown sugar, water, cinnamon, and salt in a saucepan over medium heat. Bring to a boil, remove from heat and set aside.
3. Roll out half the pastry to fit a 9-inch pie plate. Place bottom crust in pie plate; pour in apple slices.
4. Roll out top crust into a 10-inch circle. Cut into 8 (1-inch) wide strips with a sharp paring knife or pastry wheel. Weave the pastry strips, one at a time, into a lattice pattern. Fold the ends of the lattice strips under the edge of the bottom crust and crimp to seal.
5. Pour butter-sugar mixture over top of pie, coating the lattice, and allowing any remaining sauce to drizzle through the crust.
6. Bake in the preheated oven for 15 minutes. Reduce heat to 350 degrees F (175 degrees C), and bake until the crust is golden brown, the caramel on the top crust is set, and the apple filling is bubbling, 35 to 40 more minutes. Allow to cool completely before slicing."
41,4,0.8545,"feel, story, weapon, open_world, run, enemy, campaign, series, gun, also","If you're looking for a review on this game you've come to the wrong place, but if you're looking for an outstanding pie recipe you've come to the right place.

Ingredients:

1. 6 tablespoons unsalted butter
2. 1/2 cup white sugar
3. 1/2 cup brown sugar
4. 1/4 cup water
5. 1/4 teaspoon cinnamon
6. 1 pinch salt
7. 5 apples - peeled, cored and sliced
8. 1 pastry for double-crust pie

Directions:

1. Preheat oven to 425 degrees F (220 degrees C).
2. Combine butter, white sugar, brown sugar, water, cinnamon, and salt in a saucepan over medium heat. Bring to a boil, remove from heat and set aside.
3. Roll out half the pastry to fit a 9-inch pie plate. Place bottom crust in pie plate; pour in apple slices.
4. Roll out top crust into a 10-inch circle. Cut into 8 (1-inch) wide strips with a sharp paring knife or pastry wheel. Weave the pastry strips, one at a time, into a lattice pattern. Fold the ends of the lattice strips under the edge of the bottom crust and crimp to seal.
5. Pour butter-sugar mixture over top of pie, coating the lattice, and allowing any remaining sauce to drizzle through the crust.
6. Bake in the preheated oven for 15 minutes. Reduce heat to 350 degrees F (175 degrees C), and bake until the crust is golden brown, the caramel on the top crust is set, and the apple filling is bubbling, 35 to 40 more minutes. Allow to cool completely before slicing."
42,4,0.8545,"feel, story, weapon, open_world, run, enemy, campaign, series, gun, also","If your looking for a review on this game you've come to the wrong place, but if your looking for an outstanding pie recipe you've come to the right place.

Ingredients:
1. 6 tablespoons unsalted butter
2. 1/2 cup white sugar
3. 1/2 cup brown sugar
4. 1/4 cup water
5. 1/4 teaspoon cinnamon
6. 1 pinch salt
7. 5 apples - peeled, cored and sliced
8. 1 pastry for double-crust pie

Directions:
1. Preheat oven to 425 degrees F (220 degrees C).
2. Combine butter, white sugar, brown sugar, water, cinnamon, and salt in a saucepan over medium heat. Bring to a boil, remove from heat and set aside.
3. Roll out half the pastry to fit a 9-inch pie plate. Place bottom crust in pie plate; pour in apple slices.
4. Roll out top crust into a 10-inch circle. Cut into 8 (1-inch) wide strips with a sharp paring knife or pastry wheel. Weave the pastry strips, one at a time, into a lattice pattern. Fold the ends of the lattice strips under the edge of the bottom crust and crimp to seal.
5. Pour butter-sugar mixture over top of pie, coating the lattice, and allowing any remaining sauce to drizzle through the crust.
6. Bake in the preheated oven for 15 minutes. Reduce heat to 350 degrees F (175 degrees C), and bake until the crust is golden brown, the caramel on the top crust is set, and the apple filling is bubbling, 35 to 40 more minutes. Allow to cool completely before slicing.
"
43,4,0.8545,"feel, story, weapon, open_world, run, enemy, campaign, series, gun, also","If you're looking for a review on this game you've come to the wrong place, but if you're looking for an outstanding pie recipe you've come to the right place.

Ingredients:

1. 6 tablespoons unsalted butter
2. 1/2 cup white sugar
3. 1/2 cup brown sugar
4. 1/4 cup water
5. 1/4 teaspoon cinnamon
6. 1 pinch salt
7. 5 apples - peeled, cored and sliced
8. 1 pastry for double-crust pie

Directions:

1. Preheat oven to 425 degrees F (220 degrees C).
2. Combine butter, white sugar, brown sugar, water, cinnamon, and salt in a saucepan over medium heat. Bring to a boil, remove from heat and set aside.
3. Roll out half the pastry to fit a 9-inch pie plate. Place bottom crust in pie plate; pour in apple slices.
4. Roll out top crust into a 10-inch circle. Cut into 8 (1-inch) wide strips with a sharp paring knife or pastry wheel. Weave the pastry strips, one at a time, into a lattice pattern. Fold the ends of the lattice strips under the edge of the bottom crust and crimp to seal.
5. Pour butter-sugar mixture over top of pie, coating the lattice, and allowing any remaining sauce to drizzle through the crust.
6. Bake in the preheated oven for 15 minutes. Reduce heat to 350 degrees F (175 degrees C), and bake until the crust is golden brown, the caramel on the top crust is set, and the apple filling is bubbling, 35 to 40 more minutes. Allow to cool completely before slicing."
44,4,0.8545,"feel, story, weapon, open_world, run, enemy, campaign, series, gun, also","If you're looking for a review on this game you've come to the wrong place, but if you're looking for an outstanding pie recipe you've come to the right place.

Ingredients:

1. 6 tablespoons unsalted butter
2. 1/2 cup white sugar
3. 1/2 cup brown sugar
4. 1/4 cup water
5. 1/4 teaspoon cinnamon
6. 1 pinch salt
7. 5 apples - peeled, cored and sliced
8. 1 pastry for double-crust pie

Directions:

1. Preheat oven to 425 degrees F (220 degrees C).
2. Combine butter, white sugar, brown sugar, water, cinnamon, and salt in a saucepan over medium heat. Bring to a boil, remove from heat and set aside.
3. Roll out half the pastry to fit a 9-inch pie plate. Place bottom crust in pie plate; pour in apple slices.
4. Roll out top crust into a 10-inch circle. Cut into 8 (1-inch) wide strips with a sharp paring knife or pastry wheel. Weave the pastry strips, one at a time, into a lattice pattern. Fold the ends of the lattice strips under the edge of the bottom crust and crimp to seal.
5. Pour butter-sugar mixture over top of pie, coating the lattice, and allowing any remaining sauce to drizzle through the crust.
6. Bake in the preheated oven for 15 minutes. Reduce heat to 350 degrees F (175 degrees C), and bake until the crust is golden brown, the caramel on the top crust is set, and the apple filling is bubbling, 35 to 40 more minutes. Allow to cool completely before slicing."
45,4,0.8545,"feel, story, weapon, open_world, run, enemy, campaign, series, gun, also","If you're looking for a review on this game you've come to the wrong place, but if you're looking for an outstanding pie recipe you've come to the right place.

Ingredients:

1. 6 tablespoons unsalted butter
2. 1/2 cup white sugar
3. 1/2 cup brown sugar
4. 1/4 cup water
5. 1/4 teaspoon cinnamon
6. 1 pinch salt
7. 5 apples - peeled, cored and sliced
8. 1 pastry for double-crust pie

Directions:

1. Preheat oven to 425 degrees F (220 degrees C).
2. Combine butter, white sugar, brown sugar, water, cinnamon, and salt in a saucepan over medium heat. Bring to a boil, remove from heat and set aside.
3. Roll out half the pastry to fit a 9-inch pie plate. Place bottom crust in pie plate; pour in apple slices.
4. Roll out top crust into a 10-inch circle. Cut into 8 (1-inch) wide strips with a sharp paring knife or pastry wheel. Weave the pastry strips, one at a time, into a lattice pattern. Fold the ends of the lattice strips under the edge of the bottom crust and crimp to seal.
5. Pour butter-sugar mixture over top of pie, coating the lattice, and allowing any remaining sauce to drizzle through the crust.
6. Bake in the preheated oven for 15 minutes. Reduce heat to 350 degrees F (175 degrees C), and bake until the crust is golden brown, the caramel on the top crust is set, and the apple filling is bubbling, 35 to 40 more minutes. Allow to cool completely before slicing."
46,4,0.8545,"feel, story, weapon, open_world, run, enemy, campaign, series, gun, also","If you're looking for a review on this game you've come to the wrong place, but if you're looking for an outstanding pie recipe you've come to the right place.

Ingredients:

1. 6 tablespoons unsalted butter
2. 1/2 cup white sugar
3. 1/2 cup brown sugar
4. 1/4 cup water
5. 1/4 teaspoon cinnamon
6. 1 pinch salt
7. 5 apples - peeled, cored and sliced
8. 1 pastry for double-crust pie

Directions:

1. Preheat oven to 425 degrees F (220 degrees C).
2. Combine butter, white sugar, brown sugar, water, cinnamon, and salt in a saucepan over medium heat. Bring to a boil, remove from heat and set aside.
3. Roll out half the pastry to fit a 9-inch pie plate. Place bottom crust in pie plate; pour in apple slices.
4. Roll out top crust into a 10-inch circle. Cut into 8 (1-inch) wide strips with a sharp paring knife or pastry wheel. Weave the pastry strips, one at a time, into a lattice pattern. Fold the ends of the lattice strips under the edge of the bottom crust and crimp to seal.
5. Pour butter-sugar mixture over top of pie, coating the lattice, and allowing any remaining sauce to drizzle through the crust.
6. Bake in the preheated oven for 15 minutes. Reduce heat to 350 degrees F (175 degrees C), and bake until the crust is golden brown, the caramel on the top crust is set, and the apple filling is bubbling, 35 to 40 more minutes. Allow to cool completely before slicing."
47,4,0.8324,"feel, story, weapon, open_world, run, enemy, campaign, series, gun, also","If you're looking for a review on this game you've come to the wrong place, but if you're looking for an outstanding pie recipe you've come to the right place.

Ingredients:

6 tablespoons unsalted butter

1/2 cup white sugar

1/2 cup brown sugar

1/4 cup water

1/4 teaspoon cinnamon

1 pinch salt

5 apples - peeled, cored and sliced

1 pastry for double-crust pie

Directions:

Preheat oven to 425 degrees F (220 degrees C).

Combine butter, white sugar, brown sugar, water, cinnamon, and salt in a saucepan over medium heat. Bring to a boil, remove from heat and set aside.

Roll out half the pastry to fit a 9-inch pie plate. Place bottom crust in pie plate; pour in apple slices.

Roll out top crust into a 10-inch circle. Cut into 8 (1-inch) wide strips with a sharp paring knife or pastry wheel. Weave the pastry strips, one at a time, into a lattice pattern. Fold the ends of the lattice strips under the edge of the bottom crust and crimp to seal.

Pour butter-sugar mixture over top of pie, coating the lattice, and allowing any remaining sauce to drizzle through the crust.

Bake in the preheated oven for 15 minutes. Reduce heat to 350 degrees F (175 degrees C), and bake until the crust is golden brown, the caramel on the top crust is set, and the apple filling is bubbling, 35 to 40 more minutes. Allow to cool completely before slicing."
48,4,0.8026,"feel, story, weapon, open_world, run, enemy, campaign, series, gun, also","If you're looking for a review on this game you've come to the wrong place, but if you're looking for an outstanding pie recipe you've come to the right place.

Ingredients:

6 tablespoons unsalted butter

1/2 cup white sugar

1/2 cup brown sugar

1/4 cup water

1/4 teaspoon cinnamon

1 pinch salt

5 apples - peeled, cored and sliced

1 pastry for double-crust pie

Directions:

Preheat oven to 425 degrees F (220 degrees C).

Combine butter, white sugar, brown sugar, water, cinnamon, and salt in a saucepan over medium heat. Bring to a boil, remove from heat and set aside.

Roll out half the pastry to fit a 9-inch pie plate. Place bottom crust in pie plate; pour in apple slices.

Roll out top crust into a 10-inch circle. Cut into 8 (1-inch) wide strips with a sharp paring knife or pastry wheel. Weave the pastry strips, one at a time, into a lattice pattern. Fold the ends of the lattice strips under the edge of the bottom crust and crimp to seal.

Pour butter-sugar mixture over top of pie, coating the lattice, and allowing any remaining sauce to drizzle through the crust.

Bake in the preheated oven for 15 minutes. Reduce heat to 350 degrees F (175 degrees C), and bake until the crust is golden brown, the caramel on the top crust is set, and the apple filling is bubbling, 35 to 40 more minutes. Allow to cool completely before slicing.

Make sure to suck some nuts before eating."
49,4,0.7862,"feel, story, weapon, open_world, run, enemy, campaign, series, gun, also","In conclusion, Halo Infinite sets a new benchmark for the gaming industry, a masterclass in design, storytelling, and innovation. It's not just a game; it's an immersive and unforgettable journey. With its breathtaking graphics, addictive gameplay, and heart-wrenching narrative, Halo Infinite will undoubtedly leave a lasting impact on the gaming world. Whether you're a long-standing fan or a newcomer to the franchise, this game is an absolute must-play. Prepare to be amazed and get ready to lose yourself in the mesmerizing universe of Halo Infinite.




"
